ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description,Id
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.x509.subject.organizational_unit,keyword,extended,array,,List of organizational units (OU) of subject.,field1383
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.x509.subject.state_or_province,keyword,extended,array,California,"List of state or province names (ST, S, or P)",field1384
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.x509.version_number,keyword,extended,,3,Version of x509 format.,field1385
9.1.0-dev,TRUE,threat,threat.enrichments.matched.atomic,keyword,extended,,bad-domain.com,Matched indicator value,field1386
9.1.0-dev,TRUE,threat,threat.enrichments.matched.field,keyword,extended,,file.hash.sha256,Matched indicator field,field1387
9.1.0-dev,TRUE,threat,threat.enrichments.matched.id,keyword,extended,,ff93aee5-86a1-4a61-b0e6-0cdc313d01b5,Matched indicator identifier,field1388
9.1.0-dev,TRUE,threat,threat.enrichments.matched.index,keyword,extended,,filebeat-8.0.0-2021.05.23-000011,Matched indicator index,field1389
9.1.0-dev,TRUE,threat,threat.enrichments.matched.occurred,date,extended,,2021-10-05T17:00:58.326Z,Date of match,field1390
9.1.0-dev,TRUE,threat,threat.enrichments.matched.type,keyword,extended,,indicator_match_rule,Type of indicator match,field1391
9.1.0-dev,TRUE,threat,threat.feed.dashboard_id,keyword,extended,,5ba16340-72e6-11eb-a3e3-b3cc7c78a70f,Feed dashboard ID.,field1392
9.1.0-dev,TRUE,threat,threat.feed.description,keyword,extended,,Threat feed from the AlienVault Open Threat eXchange network.,Description of the threat feed.,field1393
9.1.0-dev,TRUE,threat,threat.feed.name,keyword,extended,,AlienVault OTX,Name of the threat feed.,field1394
9.1.0-dev,TRUE,threat,threat.feed.reference,keyword,extended,,https://otx.alienvault.com,Reference for the threat feed.,field1395
9.1.0-dev,TRUE,threat,threat.framework,keyword,extended,,MITRE ATT&CK,Threat classification framework.,field1396
9.1.0-dev,TRUE,threat,threat.group.alias,keyword,extended,array,"[ ""Magecart Group 6"" ]",Alias of the group.,field1397
9.1.0-dev,TRUE,threat,threat.group.id,keyword,extended,,G0037,ID of the group.,field1398
9.1.0-dev,TRUE,threat,threat.group.name,keyword,extended,,FIN6,Name of the group.,field1399
9.1.0-dev,TRUE,threat,threat.group.reference,keyword,extended,,https://attack.mitre.org/groups/G0037/,Reference URL of the group.,field1400
9.1.0-dev,TRUE,threat,threat.indicator.as.number,long,extended,,15169,Unique number allocated to the autonomous system.,field1401
9.1.0-dev,TRUE,threat,threat.indicator.as.organization.name,keyword,extended,,Google LLC,Organization name.,field1402
9.1.0-dev,TRUE,threat,threat.indicator.as.organization.name.text,match_only_text,extended,,Google LLC,Organization name.,field1403
9.1.0-dev,TRUE,threat,threat.indicator.confidence,keyword,extended,,Medium,Indicator confidence rating,field1404
9.1.0-dev,TRUE,threat,threat.indicator.description,keyword,extended,,IP x.x.x.x was observed delivering the Angler EK.,Indicator description,field1405
9.1.0-dev,TRUE,threat,threat.indicator.email.address,keyword,extended,,phish@example.com,Indicator email address,field1406
9.1.0-dev,TRUE,threat,threat.indicator.file.accessed,date,extended,,,Last time the file was accessed.,field1407
9.1.0-dev,TRUE,threat,threat.indicator.file.attributes,keyword,extended,array,"[""readonly"", ""system""]",Array of file attributes.,field1408
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.digest_algorithm,keyword,extended,,sha256,Hashing algorithm used to sign the process.,field1409
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.exists,boolean,core,,TRUE,Boolean to capture if a signature is present.,field1410
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.flags,keyword,extended,,570522385,Code signing flags of the process,field1411
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.signing_id,keyword,extended,,com.apple.xpc.proxy,The identifier used to sign the process.,field1412
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.status,keyword,extended,,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.,field1413
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.subject_name,keyword,core,,Microsoft Corporation,Subject name of the code signer,field1414
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.team_id,keyword,extended,,EQHXZ8M8AV,The team identifier used to sign the process.,field1415
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.thumbprint_sha256,keyword,extended,,c0f23a8eb1cba0ccaa88483b5a234c96e4bdfec719bf458024e68c2a8183476b,SHA256 hash of the certificate.,field1416
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.timestamp,date,extended,,2021-01-01T12:10:30Z,When the signature was generated and signed.,field1417
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.trusted,boolean,extended,,TRUE,Stores the trust status of the certificate chain.,field1418
9.1.0-dev,TRUE,threat,threat.indicator.file.code_signature.valid,boolean,extended,,TRUE,Boolean to capture if the digital signature is verified against the binary content.,field1419
9.1.0-dev,TRUE,threat,threat.indicator.file.created,date,extended,,,File creation time.,field1420
9.1.0-dev,TRUE,threat,threat.indicator.file.ctime,date,extended,,,Last time the file attributes or metadata changed.,field1421
9.1.0-dev,TRUE,threat,threat.indicator.file.device,keyword,extended,,sda,Device that is the source of the file.,field1422
9.1.0-dev,TRUE,threat,threat.indicator.file.directory,keyword,extended,,/home/alice,Directory where the file is located.,field1423
9.1.0-dev,TRUE,threat,threat.indicator.file.drive_letter,keyword,extended,,C,Drive letter where the file is located.,field1424
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.architecture,keyword,extended,,x86-64,Machine architecture of the ELF file.,field1425
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.byte_order,keyword,extended,,Little Endian,Byte sequence of ELF file.,field1426
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.cpu_type,keyword,extended,,Intel,CPU type of the ELF file.,field1427
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.creation_date,date,extended,,,Build or compile date.,field1428
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.exports,flattened,extended,array,,List of exported element names and types.,field1429
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in an ELF file.,field1430
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.go_imports,flattened,extended,,,List of imported Go language element names and types.,field1431
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.,field1432
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.,field1433
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.,field1434
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.header.abi_version,keyword,extended,,,Version of the ELF Application Binary Interface (ABI).,field1435
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.header.class,keyword,extended,,,Header class of the ELF file.,field1436
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.header.data,keyword,extended,,,Data table of the ELF header.,field1437
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.header.entrypoint,long,extended,,,Header entrypoint of the ELF file.,field1438
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.header.object_version,keyword,extended,,,"""0x1"" for original ELF files.",field1439
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.header.os_abi,keyword,extended,,,Application Binary Interface (ABI) of the Linux OS.,field1440
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.header.type,keyword,extended,,,Header type of the ELF file.,field1441
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.header.version,keyword,extended,,,Version of the ELF header.,field1442
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in an ELF file.,field1443
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.imports,flattened,extended,array,,List of imported element names and types.,field1444
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.,field1445
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.,field1446
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections,nested,extended,array,,Section information of the ELF file.,field1447
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections.chi2,long,extended,,,Chi-square probability distribution of the section.,field1448
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections.entropy,long,extended,,,Shannon entropy calculation from the section.,field1449
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections.flags,keyword,extended,,,ELF Section List flags.,field1450
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections.name,keyword,extended,,,ELF Section List name.,field1451
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections.physical_offset,keyword,extended,,,ELF Section List offset.,field1452
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections.physical_size,long,extended,,,ELF Section List physical size.,field1453
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections.type,keyword,extended,,,ELF Section List type.,field1454
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.,field1455
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections.virtual_address,long,extended,,,ELF Section List virtual address.,field1456
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.sections.virtual_size,long,extended,,,ELF Section List virtual size.,field1457
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.segments,nested,extended,array,,ELF object segment list.,field1458
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.segments.sections,keyword,extended,,,ELF object segment sections.,field1459
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.segments.type,keyword,extended,,,ELF object segment type.,field1460
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.shared_libraries,keyword,extended,array,,List of shared libraries used by this ELF object.,field1461
9.1.0-dev,TRUE,threat,threat.indicator.file.elf.telfhash,keyword,extended,,,telfhash hash for ELF file.,field1462
9.1.0-dev,TRUE,threat,threat.indicator.file.extension,keyword,extended,,png,"File extension, excluding the leading dot.",field1463
9.1.0-dev,TRUE,threat,threat.indicator.file.fork_name,keyword,extended,,Zone.Identifer,A fork is additional data associated with a filesystem object.,field1464
9.1.0-dev,TRUE,threat,threat.indicator.file.gid,keyword,extended,,1001,Primary group ID (GID) of the file.,field1465
9.1.0-dev,TRUE,threat,threat.indicator.file.group,keyword,extended,,alice,Primary group name of the file.,field1466
9.1.0-dev,TRUE,threat,threat.indicator.file.hash.cdhash,keyword,extended,,3783b4052fd474dbe30676b45c329e7a6d44acd9,The Code Directory (CD) hash of an executable.,field1467
9.1.0-dev,TRUE,threat,threat.indicator.file.hash.md5,keyword,extended,,,MD5 hash.,field1468
9.1.0-dev,TRUE,threat,threat.indicator.file.hash.sha1,keyword,extended,,,SHA1 hash.,field1469
9.1.0-dev,TRUE,threat,threat.indicator.file.hash.sha256,keyword,extended,,,SHA256 hash.,field1470
9.1.0-dev,TRUE,threat,threat.indicator.file.hash.sha384,keyword,extended,,,SHA384 hash.,field1471
9.1.0-dev,TRUE,threat,threat.indicator.file.hash.sha512,keyword,extended,,,SHA512 hash.,field1472
9.1.0-dev,TRUE,threat,threat.indicator.file.hash.ssdeep,keyword,extended,,,SSDEEP hash.,field1473
9.1.0-dev,TRUE,threat,threat.indicator.file.hash.tlsh,keyword,extended,,,TLSH hash.,field1474
9.1.0-dev,TRUE,threat,threat.indicator.file.inode,keyword,extended,,256383,Inode representing the file in the filesystem.,field1475
9.1.0-dev,TRUE,threat,threat.indicator.file.mime_type,keyword,extended,,,"Media type of file, document, or arrangement of bytes.",field1476
9.1.0-dev,TRUE,threat,threat.indicator.file.mode,keyword,extended,,0640,Mode of the file in octal representation.,field1477
9.1.0-dev,TRUE,threat,threat.indicator.file.mtime,date,extended,,,Last time the file content was modified.,field1478
9.1.0-dev,TRUE,threat,threat.indicator.file.name,keyword,extended,,example.png,"Name of the file including the extension, without the directory.",field1479
9.1.0-dev,TRUE,threat,threat.indicator.file.origin_referrer_url,keyword,extended,,http://example.com/article1.html,The URL of the webpage that linked to the file.,field1480
9.1.0-dev,TRUE,threat,threat.indicator.file.origin_url,keyword,extended,,http://example.com/imgs/article1_img1.jpg,The URL where the file is hosted.,field1481
9.1.0-dev,TRUE,threat,threat.indicator.file.owner,keyword,extended,,alice,File owner's username.,field1482
9.1.0-dev,TRUE,threat,threat.indicator.file.path,keyword,extended,,/home/alice/example.png,"Full path to the file, including the file name.",field1483
9.1.0-dev,TRUE,threat,threat.indicator.file.path.text,match_only_text,extended,,/home/alice/example.png,"Full path to the file, including the file name.",field1484
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.architecture,keyword,extended,,x64,CPU architecture target for the file.,field1485
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.company,keyword,extended,,Microsoft Corporation,"Internal company name of the file, provided at compile-time.",field1486
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.description,keyword,extended,,Paint,"Internal description of the file, provided at compile-time.",field1487
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.file_version,keyword,extended,,6.3.9600.17415,Process name.,field1488
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a PE file.,field1489
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.go_imports,flattened,extended,,,List of imported Go language element names and types.,field1490
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.,field1491
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.,field1492
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.,field1493
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.imphash,keyword,extended,,0c6803c4e922103c4dca5963aad36ddf,A hash of the imports in a PE file.,field1494
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a PE file.,field1495
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.imports,flattened,extended,array,,List of imported element names and types.,field1496
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.,field1497
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.,field1498
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.original_file_name,keyword,extended,,MSPAINT.EXE,"Internal name of the file, provided at compile-time.",field1499
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.pehash,keyword,extended,,73ff189b63cd6be375a7ff25179a38d347651975,A hash of the PE header and data from one or more PE sections.,field1500
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.product,keyword,extended,,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time.",field1501
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.sections,nested,extended,array,,Section information of the PE file.,field1502
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.sections.entropy,long,extended,,,Shannon entropy calculation from the section.,field1503
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.sections.name,keyword,extended,,,PE Section List name.,field1504
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.sections.physical_size,long,extended,,,PE Section List physical size.,field1505
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.,field1506
9.1.0-dev,TRUE,threat,threat.indicator.file.pe.sections.virtual_size,long,extended,,,PE Section List virtual size. This is always the same as `physical_size`.,field1507
9.1.0-dev,TRUE,threat,threat.indicator.file.size,long,extended,,16384,File size in bytes.,field1508
9.1.0-dev,TRUE,threat,threat.indicator.file.target_path,keyword,extended,,,Target path for symlinks.,field1509
9.1.0-dev,TRUE,threat,threat.indicator.file.target_path.text,match_only_text,extended,,,Target path for symlinks.,field1510
9.1.0-dev,TRUE,threat,threat.indicator.file.type,keyword,extended,,file,"File type (file, dir, or symlink).",field1511
9.1.0-dev,TRUE,threat,threat.indicator.file.uid,keyword,extended,,1001,The user ID (UID) or security identifier (SID) of the file owner.,field1512
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.alternative_names,keyword,extended,array,*.elastic.co,List of subject alternative names (SAN).,field1513
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.issuer.common_name,keyword,extended,array,Example SHA2 High Assurance Server CA,List of common name (CN) of issuing certificate authority.,field1514
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.issuer.country,keyword,extended,array,US,List of country \(C) codes,field1515
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.issuer.distinguished_name,keyword,extended,,"C=US, O=Example Inc, OU=www.example.com, CN=Example SHA2 High Assurance Server CA",Distinguished name (DN) of issuing certificate authority.,field1516
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.issuer.locality,keyword,extended,array,Mountain View,List of locality names (L),field1517
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.issuer.organization,keyword,extended,array,Example Inc,List of organizations (O) of issuing certificate authority.,field1518
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.issuer.organizational_unit,keyword,extended,array,www.example.com,List of organizational units (OU) of issuing certificate authority.,field1519
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.issuer.state_or_province,keyword,extended,array,California,"List of state or province names (ST, S, or P)",field1520
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.not_after,date,extended,,2020-07-16T03:15:39Z,Time at which the certificate is no longer considered valid.,field1521
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.not_before,date,extended,,2019-08-16T01:40:25Z,Time at which the certificate is first considered valid.,field1522
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.public_key_algorithm,keyword,extended,,RSA,Algorithm used to generate the public key.,field1523
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.public_key_curve,keyword,extended,,nistp521,The curve used by the elliptic curve public key algorithm. This is algorithm specific.,field1524
9.1.0-dev,FALSE,threat,threat.indicator.file.x509.public_key_exponent,long,extended,,65537,Exponent used to derive the public key. This is algorithm specific.,field1525
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.public_key_size,long,extended,,2048,The size of the public key space in bits.,field1526
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.serial_number,keyword,extended,,55FBB9C7DEBF09809D12CCAA,Unique serial number issued by the certificate authority.,field1527
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.signature_algorithm,keyword,extended,,SHA256-RSA,Identifier for certificate signature algorithm.,field1528
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.subject.common_name,keyword,extended,array,shared.global.example.net,List of common names (CN) of subject.,field1529
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.subject.country,keyword,extended,array,US,List of country \(C) code,field1530
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.subject.distinguished_name,keyword,extended,,"C=US, ST=California, L=San Francisco, O=Example, Inc., CN=shared.global.example.net",Distinguished name (DN) of the certificate subject entity.,field1531
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.subject.locality,keyword,extended,array,San Francisco,List of locality names (L),field1532
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.subject.organization,keyword,extended,array,"Example, Inc.",List of organizations (O) of subject.,field1533
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.subject.organizational_unit,keyword,extended,array,,List of organizational units (OU) of subject.,field1534
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.subject.state_or_province,keyword,extended,array,California,"List of state or province names (ST, S, or P)",field1535
9.1.0-dev,TRUE,threat,threat.indicator.file.x509.version_number,keyword,extended,,3,Version of x509 format.,field1536
9.1.0-dev,TRUE,threat,threat.indicator.first_seen,date,extended,,2020-11-05T17:25:47.000Z,Date/time indicator was first reported.,field1537
9.1.0-dev,TRUE,threat,threat.indicator.geo.city_name,keyword,core,,Montreal,City name.,field1538
9.1.0-dev,TRUE,threat,threat.indicator.geo.continent_code,keyword,core,,NA,Continent code.,field1539
9.1.0-dev,TRUE,threat,threat.indicator.geo.continent_name,keyword,core,,North America,Name of the continent.,field1540
9.1.0-dev,TRUE,threat,threat.indicator.geo.country_iso_code,keyword,core,,CA,Country ISO code.,field1541
9.1.0-dev,TRUE,threat,threat.indicator.geo.country_name,keyword,core,,Canada,Country name.,field1542
9.1.0-dev,TRUE,threat,threat.indicator.geo.location,geo_point,core,,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.,field1543
9.1.0-dev,TRUE,threat,threat.indicator.geo.name,keyword,extended,,boston-dc,User-defined description of a location.,field1544
9.1.0-dev,TRUE,threat,threat.indicator.geo.postal_code,keyword,core,,94040,Postal code.,field1545
9.1.0-dev,TRUE,threat,threat.indicator.geo.region_iso_code,keyword,core,,CA-QC,Region ISO code.,field1546
9.1.0-dev,TRUE,threat,threat.indicator.geo.region_name,keyword,core,,Quebec,Region name.,field1547
9.1.0-dev,TRUE,threat,threat.indicator.geo.timezone,keyword,core,,America/Argentina/Buenos_Aires,Time zone.,field1548
9.1.0-dev,TRUE,threat,threat.indicator.id,keyword,extended,array,[indicator--d7008e06-ab86-415a-9803-3c81ce2d3c37],ID of the indicator,field1549
9.1.0-dev,TRUE,threat,threat.indicator.ip,ip,extended,,1.2.3.4,Indicator IP address,field1550
9.1.0-dev,TRUE,threat,threat.indicator.last_seen,date,extended,,2020-11-05T17:25:47.000Z,Date/time indicator was last reported.,field1551
9.1.0-dev,TRUE,threat,threat.indicator.marking.tlp,keyword,extended,,CLEAR,Indicator TLP marking,field1552
9.1.0-dev,TRUE,threat,threat.indicator.marking.tlp_version,keyword,extended,,2,Indicator TLP version,field1553
9.1.0-dev,TRUE,threat,threat.indicator.modified_at,date,extended,,2020-11-05T17:25:47.000Z,Date/time indicator was last updated.,field1554
9.1.0-dev,TRUE,threat,threat.indicator.name,keyword,extended,,5.2.75.227,Indicator display name,field1555
9.1.0-dev,TRUE,threat,threat.indicator.port,long,extended,,443,Indicator port,field1556
9.1.0-dev,TRUE,threat,threat.indicator.provider,keyword,extended,,lrz_urlhaus,Indicator provider,field1557
9.1.0-dev,TRUE,threat,threat.indicator.reference,keyword,extended,,https://system.example.com/indicator/0001234,Indicator reference URL,field1558
9.1.0-dev,TRUE,threat,threat.indicator.registry.data.bytes,keyword,extended,,ZQBuAC0AVQBTAAAAZQBuAAAAAAA=,Original bytes written with base64 encoding.,field1559
9.1.0-dev,TRUE,threat,threat.indicator.registry.data.strings,wildcard,core,array,"[""C:\rta\red_ttp\bin\myapp.exe""]",List of strings representing what was written to the registry.,field1560
9.1.0-dev,TRUE,threat,threat.indicator.registry.data.type,keyword,core,,REG_SZ,Standard registry type for encoding contents,field1561
9.1.0-dev,TRUE,threat,threat.indicator.registry.hive,keyword,core,,HKLM,Abbreviated name for the hive.,field1562
9.1.0-dev,TRUE,threat,threat.indicator.registry.key,keyword,core,,SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winword.exe,Hive-relative path of keys.,field1563
9.1.0-dev,TRUE,threat,threat.indicator.registry.path,keyword,core,,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winword.exe\Debugger,"Full path, including hive, key and value",field1564
9.1.0-dev,TRUE,threat,threat.indicator.registry.value,keyword,core,,Debugger,Name of the value written.,field1565
9.1.0-dev,TRUE,threat,threat.indicator.scanner_stats,long,extended,,4,Scanner statistics,field1566
9.1.0-dev,TRUE,threat,threat.indicator.sightings,long,extended,,20,Number of times indicator observed,field1567
9.1.0-dev,TRUE,threat,threat.indicator.type,keyword,extended,,ipv4-addr,Type of indicator,field1568
9.1.0-dev,TRUE,threat,threat.indicator.url.domain,keyword,extended,,www.elastic.co,Domain of the url.,field1569
9.1.0-dev,TRUE,threat,threat.indicator.url.extension,keyword,extended,,png,"File extension from the request url, excluding the leading dot.",field1570
9.1.0-dev,TRUE,threat,threat.indicator.url.fragment,keyword,extended,,,Portion of the url after the `#`.,field1571
9.1.0-dev,TRUE,threat,threat.indicator.url.full,wildcard,extended,,https://www.elastic.co:443/search?q=elasticsearch#top,Full unparsed URL.,field1572
9.1.0-dev,TRUE,threat,threat.indicator.url.full.text,match_only_text,extended,,https://www.elastic.co:443/search?q=elasticsearch#top,Full unparsed URL.,field1573
9.1.0-dev,TRUE,threat,threat.indicator.url.original,wildcard,extended,,https://www.elastic.co:443/search?q=elasticsearch#top or /search?q=elasticsearch,Unmodified original url as seen in the event source.,field1574
9.1.0-dev,TRUE,threat,threat.indicator.url.original.text,match_only_text,extended,,https://www.elastic.co:443/search?q=elasticsearch#top or /search?q=elasticsearch,Unmodified original url as seen in the event source.,field1575
9.1.0-dev,TRUE,threat,threat.indicator.url.password,keyword,extended,,,Password of the request.,field1576
9.1.0-dev,TRUE,threat,threat.indicator.url.path,wildcard,extended,,,"Path of the request, such as ""/search"".",field1577
9.1.0-dev,TRUE,threat,threat.indicator.url.port,long,extended,,443,"Port of the request, such as 443.",field1578
9.1.0-dev,TRUE,threat,threat.indicator.url.query,keyword,extended,,,Query string of the request.,field1579
9.1.0-dev,TRUE,threat,threat.indicator.url.registered_domain,keyword,extended,,example.com,"The highest registered url domain, stripped of the subdomain.",field1580
9.1.0-dev,TRUE,threat,threat.indicator.url.scheme,keyword,extended,,https,Scheme of the url.,field1581
9.1.0-dev,TRUE,threat,threat.indicator.url.subdomain,keyword,extended,,east,The subdomain of the domain.,field1582
9.1.0-dev,TRUE,threat,threat.indicator.url.top_level_domain,keyword,extended,,co.uk,"The effective top level domain (com, org, net, co.uk).",field1583
9.1.0-dev,TRUE,threat,threat.indicator.url.username,keyword,extended,,,Username of the request.,field1584
9.1.0-dev,TRUE,threat,threat.indicator.x509.alternative_names,keyword,extended,array,*.elastic.co,List of subject alternative names (SAN).,field1585
9.1.0-dev,TRUE,threat,threat.indicator.x509.issuer.common_name,keyword,extended,array,Example SHA2 High Assurance Server CA,List of common name (CN) of issuing certificate authority.,field1586
9.1.0-dev,TRUE,threat,threat.indicator.x509.issuer.country,keyword,extended,array,US,List of country \(C) codes,field1587
9.1.0-dev,TRUE,threat,threat.indicator.x509.issuer.distinguished_name,keyword,extended,,"C=US, O=Example Inc, OU=www.example.com, CN=Example SHA2 High Assurance Server CA",Distinguished name (DN) of issuing certificate authority.,field1588
9.1.0-dev,TRUE,threat,threat.indicator.x509.issuer.locality,keyword,extended,array,Mountain View,List of locality names (L),field1589
9.1.0-dev,TRUE,threat,threat.indicator.x509.issuer.organization,keyword,extended,array,Example Inc,List of organizations (O) of issuing certificate authority.,field1590
9.1.0-dev,TRUE,threat,threat.indicator.x509.issuer.organizational_unit,keyword,extended,array,www.example.com,List of organizational units (OU) of issuing certificate authority.,field1591
9.1.0-dev,TRUE,threat,threat.indicator.x509.issuer.state_or_province,keyword,extended,array,California,"List of state or province names (ST, S, or P)",field1592
9.1.0-dev,TRUE,threat,threat.indicator.x509.not_after,date,extended,,2020-07-16T03:15:39Z,Time at which the certificate is no longer considered valid.,field1593
9.1.0-dev,TRUE,threat,threat.indicator.x509.not_before,date,extended,,2019-08-16T01:40:25Z,Time at which the certificate is first considered valid.,field1594
9.1.0-dev,TRUE,threat,threat.indicator.x509.public_key_algorithm,keyword,extended,,RSA,Algorithm used to generate the public key.,field1595
